9.300892,3.555232
9.181634,5.206650
-1.038563,-4.494853
9.795859,5.406458
8.197470,5.129393
0.612712,-4.045014
-4.074644,-0.223449
0.962659,-4.141675
9.215459,5.199916
0.032143,-4.695387
9.455522,5.733788
9.272326,4.451489
1.833146,-4.876993
-4.479688,-0.077513
10.585558,4.521670
-0.002619,-5.112501
0.769282,-3.986850
9.167617,3.381737
-4.111211,0.879848
-0.532643,-4.298495
-0.234012,-4.972387
-0.851929,-3.717974
-5.024164,0.200257
7.753902,4.616536
-4.563013,0.259175
9.867023,4.727562
-3.908500,0.074954
-5.398583,-0.708208
9.461495,4.096696
9.949486,3.820294
-4.759622,0.020847
-3.258068,0.653248
-4.349689,-1.009839
-2.954076,-0.811023
11.548109,3.046081
-4.776223,-1.303181
0.161667,-5.300246
-3.327386,-0.115544
-6.086078,1.254229
-4.203669,0.425719
0.992780,-3.940217
-3.455778,-0.382559
10.690997,4.961003
0.168678,-4.866843
-0.939095,-4.234603
-0.853749,-5.646716
9.519145,5.695859
10.329824,5.871049
-5.011730,0.174343
9.765735,4.806840
-4.320251,0.203051
8.948283,5.175508
-3.491797,0.703547
9.504276,5.010034
9.400809,4.885898
10.643561,3.498217
9.916829,5.743550
-4.138180,-0.648918
9.071359,5.001662
-5.359081,-0.121640
9.691395,5.526583
9.029700,5.562230
-5.260666,-0.999668
-3.177926,0.580138
-0.801116,-4.983421
-1.721673,-4.710933
-3.937941,0.358032
-3.558602,-1.236848
-4.195455,0.696006
10.138122,5.080415
9.400237,5.691657
-4.422355,-0.396817
0.795887,-5.763427
1.486371,-2.690963
0.626874,-1.440634
10.660983,5.490086
-4.205194,-0.827072
0.622826,-4.797560
1.325287,-4.906786
0.117274,-4.522357
-4.035234,0.305041
-4.782981,1.657673
9.621106,4.818608
-0.283105,-5.433301
-5.809223,-0.572818
8.361797,5.094795
9.390316,4.085147
10.673324,4.770922
9.478678,4.276166
9.147411,4.736129
-3.592643,-1.491501
0.964547,-3.590811
-4.261408,-1.936006
-0.215968,-5.440839
0.511468,-4.092189
8.525856,4.698067
10.490902,5.637144
0.698030,-3.510462
10.212484,5.637410
0.381994,-5.117155
-4.491119,-1.228306
-3.487756,-0.461307
0.005676,-4.484480
-4.512506,1.429041
0.614883,-4.282538
